390	52500000.0
3919	18500000.0
3803	54800000.0
3689	26300000.0
3569	81600000.0
248	83700000.0
255	11400000.0
3476	12500000.0
5123	206900000.0
5115	1533800000.0
225	9700000.0
175	18300000.0
3072	9500000.0
56	237000000.0
53	163400000.0
41	402000000.0
5086	687500000.0
12	33200000.000000004
3	35000000.0
5078	181600000.0
1	101100000.0
6776	67700000.0
6786	92200000.0
6772	32900000.0
6770	205100000.0
5074	399000000.0
5066	438000000.0
6741	153800000.0
6730	15400000.0
6691	17500000.0
2747	73000000.0
5048	446900000.0
6653	64300000.0
6646	84300000.0
2615	25000000.0
5022	586000000.0
5019	147000000.0
6577	21900000.0
6578	72000000.0
2433	13600000.0
5016	540000000.0
