390	2318482.012316416
3919	284452.902089796
3803	779360.2326346607
3689	882951.3604779411
3569	844274.7805060904
248	3964869.308048025
255	1814298.1676808062
3476	363587.67215815524
5123	13218990.363803292
5115	47479007.225602716
225	1074391.101102941
175	998818.3223802755
3072	746103.6433665552
56	5139905.766330371
53	3953693.020059028
41	4230243.4974049255
5086	10445409.808203835
12	1989873.7179153739
3	1201234.5927731977
5078	14437166.196265837
1	1977909.2174373847
6776	1667493.7930865104
6786	5380579.093330181
6772	1260927.726592898
6770	4898052.152701342
5074	10162687.398814484
5066	11835807.979720987
6741	2617807.5749705583
6730	1455904.4515615404
6691	1156130.2938936125
2747	823416.7183979112
5048	15513175.622431742
6653	1708832.2205530496
6646	1642631.2974370036
2615	759199.8540335856
5022	6590510.666946951
5019	13340745.681042276
6577	895514.0588828886
6578	5780191.93457487
2433	481498.31303327973
5016	53969680.055147424
