5019	3.348
6577	0.9395
6578	1.465
2433	1.6225
5016	4.2555
390	0.423
3919	0.035
3803	1.537
3689	0.074
3569	2.032
248	0.819
255	314.5585
3476	0.041
5123	328.3475
5115	234.9375
225	0.027
175	0.0375
3072	27.558
56	8.6935
53	12.8505
41	12.5555
5086	8.2975
12	12.0135
3	0.4095
5078	0.866
1	10.841
6776	1.254
6786	9.6005
6772	0.228
6770	10.4085
5074	14.8845
5066	12.8205
6741	4.5005
6730	11.6795
2747	0.0935
5048	33.107
2685	0.056
2669	0.184
6653	2.289
6646	1.5545
2615	0.973
5022	6.5845
